X_test,y_test,y_pred,y_pred_proba
980,1,1,0.95465535
984,4,4,0.15317594
985,1,1,0.9412427
987,4,4,0.20597216
993,4,4,0.23856811
995,1,1,0.62316364
997,0,0,1.7338762e-05
999,2,2,0.1927809
1001,4,4,0.36249408
1007,1,4,0.33789137
1018,4,1,0.88275325
1023,1,2,0.22582977
1024,1,1,0.90922314
1026,1,1,0.5335448
1038,5,2,0.010239222
1039,5,5,0.0007330314
1043,1,1,0.7003036
1047,1,1,0.59133285
1048,4,4,0.3388494
1051,1,1,0.74760705
1053,1,4,0.30195552
1059,4,4,0.37149775
1065,1,1,0.96517175
1069,4,4,0.35696465
1079,1,1,0.92949027
1087,1,1,0.98262995
1094,4,1,0.65428257
1102,4,4,0.31532258
1106,1,1,0.90526634
1121,1,4,0.29622516
1130,1,1,0.8845836
1135,6,6,1.5544785e-05
1148,1,1,0.8148159
1156,1,1,0.90712994
1202,6,6,1.612992e-05
1206,4,1,0.69160366
1208,4,4,0.05343205
1214,1,1,0.8841453
1243,0,0,1.6782764e-05
1266,4,1,0.76193047
1270,4,4,0.14500833
1271,1,1,0.8384052
1273,4,4,0.11834458
1275,1,1,0.92399937
1280,4,4,0.16140653
1284,1,4,0.08611845
1285,4,4,0.30324543
1286,4,4,0.2717401
1304,1,1,0.8013836
1305,1,1,0.7738652
1317,1,1,0.9797783
1319,1,1,0.8521633
1320,1,1,0.98113716
1328,4,4,0.08998107
1329,1,1,0.8787868
1332,4,4,0.10398862
1337,1,1,0.9354618
1339,0,0,1.9515312e-05
1340,1,1,0.83500785
1345,1,1,0.9758952
1346,5,5,0.0025952575
1347,4,4,0.064845465
1356,1,1,0.7739542
1358,4,1,0.7337751
1369,1,1,0.97247934
1376,0,0,1.6880975e-05
1386,4,1,0.6621227
1388,1,1,0.92227626
1392,1,1,0.76545686
1399,4,4,0.16357286
1402,1,1,0.5520548
1405,1,4,0.08877957
1418,4,8,0.05741489
1425,1,1,0.7756699
1426,2,1,0.689776
1427,1,1,0.85829717
1429,1,1,0.89080906
1431,1,1,0.86995304
1433,4,1,0.7147501
1435,4,4,0.045415696
1436,4,4,0.4228986
1442,4,1,0.732884
1447,4,4,0.15833977
1450,2,4,0.0433319
1451,4,1,0.50952697
1456,1,1,0.50705874
1458,4,4,0.22542037
1462,1,1,0.74884105
1466,1,1,0.6884753
1472,4,4,0.086876616
1476,0,0,1.3918079e-05
1481,1,1,0.9538975
1496,1,1,0.6480245
1500,1,1,0.97429425
1501,5,5,0.0020172766
1507,1,1,0.62825644
1510,4,4,0.05789851
1512,4,1,0.53445303
1520,1,1,0.76405376
1522,4,4,0.22380286
1535,1,1,0.71782774
1542,1,1,0.8810931
1546,1,1,0.8319278
1549,4,1,0.53940135
1555,5,5,0.0072460417
1562,1,1,0.8387088
1575,2,2,0.015167196
1578,0,0,1.9122663e-05
1584,1,1,0.5835923
1591,4,4,0.43038207
1593,4,4,0.07692983
1601,3,3,0.002158222
1620,4,1,0.6018542
1623,1,1,0.97981983
1629,4,4,0.16369687
1635,1,1,0.8207445
1638,1,1,0.9143778
1639,5,5,0.0005647887
1648,1,1,0.81635153
1649,1,1,0.9526361
1661,4,1,0.77760434
1664,1,1,0.77431864
1665,2,2,0.2536979
1669,2,2,0.16576537
1678,1,1,0.79419607
1682,4,4,0.09320792
1689,5,5,0.00031539236
1695,5,5,0.007214679
1704,1,1,0.846103
1716,1,2,0.26829034
1735,4,4,0.37221617
1746,4,4,0.20904328
1755,1,1,0.9547445
1772,1,1,0.60221756
1777,1,1,0.62796664
1778,4,4,0.06697703
1779,1,1,0.78966105
1784,4,4,0.1439984
1787,1,1,0.6728988
1795,1,1,0.75158066
1797,4,4,0.1167612
1820,4,1,0.74416876
1823,1,4,0.20238872
1825,4,4,0.35442117
1828,4,4,0.095658645
1836,1,1,0.8781531
1838,1,1,0.80886525
1840,1,1,0.912506
1853,4,4,0.36664847
1854,1,1,0.94044936
1861,1,1,0.9374948
1862,4,1,0.7230689
1870,1,1,0.7853055
1875,4,1,0.5209372
1880,5,5,0.0073543005
1883,1,1,0.80672175
1887,1,1,0.83895653
1892,4,8,0.02619603
1896,1,1,0.9839665
1900,1,1,0.8913196
1903,4,1,0.691632
1913,0,0,1.6435897e-05
1916,2,2,0.12558204
1925,1,1,0.8304259
1934,1,4,0.36051425
1943,1,4,0.38905835
1945,1,2,0.19243662
1956,1,2,0.22692406
1964,0,0,1.7419443e-05
1965,1,1,0.8910223
1972,0,0,1.402232e-05
1975,1,1,0.926609
1983,1,1,0.79371476
1987,1,1,0.7711034
2001,6,6,1.5411531e-05
2014,9,4,0.43697113
2019,4,4,0.21187499
2020,4,1,0.55912834
2021,5,5,0.0008220113
2023,4,4,0.37691125
2027,1,1,0.84737563
2028,1,1,0.54307204
2030,4,4,0.20031165
2055,1,1,0.9357869
2064,2,2,0.068616144
2075,1,1,0.98396355
2080,4,4,0.12913588
2083,4,4,0.4320663
2088,1,1,0.8852522
2090,4,4,0.1373699
2096,1,1,0.91908187
2100,1,1,0.7092422
2109,1,4,0.26655024
2111,1,4,0.3669314
2114,1,1,0.7485161
2115,2,1,0.80171
2126,1,1,0.8176414
2129,1,1,0.83357537
2132,1,1,0.80623937
2142,4,4,0.12922694
2143,1,1,0.8978056
2146,4,4,0.12161332
2148,1,1,0.7478864
2154,4,1,0.7274511
2157,3,3,0.00013403404
2158,0,0,1.5746962e-05
2161,1,1,0.8665485
2162,1,1,0.983198
2170,5,5,0.021857353
2179,4,1,0.50697434
2181,1,1,0.93433726
2182,1,1,0.6581496
2198,0,0,1.8072655e-05
2205,1,1,0.7254968
2206,1,1,0.83686936
2208,6,6,1.4573247e-05
2210,4,4,0.1960284
2211,1,1,0.8898098
2216,1,1,0.68671584
2218,1,1,0.4987965
2219,1,1,0.6671564
2224,2,2,0.15077353
2231,0,0,1.8916175e-05
2241,6,6,1.5615042e-05
2249,1,4,0.36397034
2250,4,4,0.27769163
2257,4,1,0.6538913
2258,1,1,0.77477384
2262,1,1,0.5974766
2265,1,1,0.716401
2283,1,1,0.7458211
2286,0,0,1.7960912e-05
2289,4,1,0.70922375
2293,4,4,0.13388838
2296,1,1,0.70290804
2300,1,1,0.6998283
2307,1,1,0.9276506
2313,1,1,0.91692895
2318,0,0,1.3307743e-05
2319,1,1,0.74399734
2320,1,1,0.7256343
2321,4,4,0.10037497
2325,0,0,1.7153705e-05
2328,1,1,0.91817015
2339,0,0,1.6684666e-05
2353,1,1,0.7890456
2354,1,1,0.97738534
2357,4,4,0.22436512
2366,0,0,1.5916956e-05
2378,4,1,0.6057025
2379,4,4,0.16642241
2382,4,1,0.6047002
2386,4,4,0.060270716
2393,1,1,0.93340856
2399,4,1,0.520256
2408,4,4,0.2868897
2412,1,1,0.72773266
2414,2,2,0.20155583
2415,1,1,0.9780813
2421,4,1,0.74422264
2424,4,4,0.176479
2438,4,4,0.100689836
2449,4,4,0.2542569
2455,0,0,1.7253382e-05
2462,1,1,0.82988364
2463,4,4,0.12400708
2464,1,1,0.82242256
2469,1,1,0.7679358
2471,4,4,0.36348495
2481,1,4,0.44018102
2484,1,1,0.85086656
2495,1,1,0.95563084
2496,1,4,0.17987168
2498,1,1,0.9785459
2499,4,4,0.4797115
2502,4,4,0.4227821
2503,4,4,0.09647428
2505,4,4,0.18860118
2511,0,0,1.8293564e-05
2518,1,1,0.81587064
2524,1,1,0.8800207
2531,4,4,0.16202524
2533,1,4,0.10911143
2540,1,1,0.6560161
2553,1,1,0.87561375
2556,1,1,0.80175734
2581,1,1,0.8444906
2583,5,5,0.0010606248
2584,4,4,0.15259069
2585,2,2,0.20679244
2590,1,1,0.97732496
2591,5,5,0.00024310773
2595,1,4,0.4918506
2605,1,4,0.34262836
2607,1,1,0.9108963
2608,1,4,0.3555232
2617,4,4,0.4443807
2618,1,1,0.76083475
2639,1,1,0.5972381
2641,5,5,0.002166277
2643,1,4,0.42684725
2646,1,1,0.80417174
2648,0,0,1.5034552e-05
2655,1,1,0.95007485
2661,1,4,0.40498707
2663,3,3,0.00024347693
2669,4,4,0.15196411
2670,4,1,0.6580154
2672,4,4,0.069316104
2674,4,1,0.8572146
2684,1,1,0.9829533
2687,4,1,0.719835
2694,3,3,0.0003689084
2695,0,0,1.3797303e-05
2698,1,1,0.81454074
2704,4,1,0.6679553
2705,8,8,0.082966834
2710,4,1,0.64372253
2712,4,1,0.69341576
2720,6,6,5.5343062e-05
2725,1,1,0.98507744
2732,1,1,0.8833868
2737,1,1,0.62255937
2740,1,1,0.96820503
2743,4,1,0.74248284
2745,1,1,0.8233586
2756,4,4,0.10561107
2762,4,1,0.7410606
2767,4,4,0.30394885
2782,3,3,0.00012450636
2788,4,4,0.05714229
2789,4,1,0.6199801
2800,4,1,0.8523016
2801,5,5,0.0017805559
2815,4,4,0.17254964
2820,1,1,0.79260975
2821,4,4,0.16339386
2822,1,1,0.97999334
2828,1,1,0.5223573
2829,6,6,1.5641022e-05
2834,1,1,0.911445
2835,4,1,0.9550735
2841,0,0,1.9482437e-05
2843,1,1,0.86085176
2845,4,1,0.666709
2846,1,1,0.5124008
2850,1,1,0.86023253
2851,10,10,0.00010704652
2853,4,4,0.11860181
2854,4,1,0.8522888
2856,5,5,0.0025382142
2858,1,1,0.8444146
2863,1,1,0.66934735
2865,1,2,0.1731989
2872,4,1,0.50378746
2873,4,4,0.35347378
2875,1,1,0.75243795
2876,4,4,0.35537076
2879,1,1,0.71707284
2884,1,1,0.98042244
2885,5,5,0.00038426896
2888,1,2,0.15893784
2891,1,1,0.9837151
2895,4,4,0.29265624
2900,4,1,0.8318024
2903,1,1,0.87006915
2905,3,3,0.000741446
2914,1,1,0.98390156
2931,4,4,0.3289936
2949,1,4,0.42257977
2955,4,1,0.51481867
2956,1,4,0.34422895
2958,4,4,0.113658905
2968,4,4,0.040099896
2980,4,4,0.10188282
2983,4,4,0.17547192
2988,1,1,0.7726594
2989,10,10,0.00013980854
2998,4,4,0.27449387
3001,1,1,0.90945154
3006,4,4,0.11927173
3012,4,4,0.32751542
3033,4,1,0.7586724
3040,1,4,0.47102663
3050,5,5,0.0021116822
3053,1,1,0.9124507
3060,4,4,0.106372535
3061,1,1,0.6910268
3067,3,3,0.000693958
3068,4,1,0.73007786
3078,4,4,0.47168282
3085,5,5,0.00057095144
3088,4,4,0.20437293
3093,0,0,1.7553171e-05
3098,1,1,0.9810924
3107,4,4,0.13501416
3113,1,1,0.62694305
3116,4,4,0.09349677
3118,1,1,0.62032586
3119,4,4,0.054461617
3121,1,1,0.9129752
3130,1,1,0.9327837
3132,0,0,1.8851311e-05
3143,1,1,0.69176775
3147,4,4,0.4183097
3150,5,5,0.0005758033
3151,1,1,0.70484287
3153,1,1,0.97808176
3154,5,5,0.0011880916
3155,4,4,0.29161716
3157,4,4,0.20173237
3174,1,1,0.77087873
3176,1,1,0.82370996
3183,4,4,0.41964012
3187,1,1,0.6461824
3197,4,4,0.07357953
3198,4,4,0.3468676
3200,1,1,0.7116489
3202,4,4,0.16706973
3203,4,4,0.27086744
3207,4,1,0.6409959
3210,1,4,0.21379294
3212,4,4,0.4132004
3213,5,4,0.057297487
3224,1,1,0.8219139
3225,1,1,0.58662844
3226,4,4,0.09684928
3232,4,4,0.16100079
3235,5,5,0.0040585776
3237,1,4,0.44510666
3243,4,4,0.31644538
3247,1,4,0.32135046
3252,4,4,0.25970614
3255,3,3,0.00015175073
3261,1,4,0.17632592
3270,4,1,0.7684659
3273,5,5,0.0011727897
3280,1,1,0.74135303
3287,1,1,0.9710527
3290,4,1,0.744586
3291,4,4,0.40333763
3304,1,1,0.8606721
3305,4,4,0.19417712
3309,5,5,0.0055793026
3311,1,1,0.7341668
3316,4,4,0.4135561
3329,4,4,0.06555264
3334,4,8,0.3425074
3340,1,1,0.7025193
3343,1,1,0.8440691
3347,1,1,0.7140783
3349,4,4,0.17002451
3350,1,1,0.9157006
3353,1,1,0.6131863
3360,1,1,0.92421216
3366,4,4,0.04381084
3367,1,4,0.40836284
3376,4,4,0.46307153
3388,4,4,0.15642966
3389,4,1,0.7298983
3392,1,1,0.7793248
3400,4,4,0.16007984
3412,3,3,0.0020339848
3420,4,4,0.093817964
3438,4,4,0.1229519
3439,1,1,0.91050875
3440,1,1,0.98681253
3446,0,0,1.7423436e-05
3448,4,1,0.60121435
3450,1,1,0.5727634
3459,4,1,0.55232275
3460,1,1,0.918145
3461,4,4,0.31387547
3467,6,6,1.4091351e-05
3474,4,1,0.7990725
3480,1,1,0.9149192
3492,4,1,0.91628355
3493,4,4,0.20799074
3494,4,1,0.542154
3496,4,4,0.15308757
3511,1,1,0.94596964
3514,4,1,0.6144982
3516,1,1,0.98550296
3523,0,0,1.8638684e-05
3526,4,1,0.86391324
3539,1,1,0.8431684
3540,4,4,0.24259548
3541,1,1,0.8780346
3552,4,4,0.19711408
3556,6,6,1.5345975e-05
3561,5,5,0.0004724594
3563,1,1,0.58304244
3579,1,1,0.9177646
3581,4,4,0.40880716
3606,4,1,0.64013124
3610,0,0,1.5235667e-05
3613,1,4,0.26192278
3626,1,1,0.86968946
3630,4,4,0.09797624
3632,4,4,0.3331015
3635,5,1,0.41670138
3648,4,1,0.704033
3661,1,1,0.8958006
3662,4,1,0.7188817
3665,0,0,2.0251024e-05
3674,4,4,0.22589825
3676,5,5,0.0007882785
3679,1,1,0.5837973
3682,4,4,0.074165344
3688,0,0,1.7948816e-05
3689,1,1,0.6080213
3691,4,4,0.09633404
3702,1,1,0.5286653
3706,4,4,0.09938982
3711,1,1,0.84872156
3714,4,4,0.11524883
3718,4,4,0.49466667
3726,1,1,0.5076673
3731,1,1,0.7692854
3741,1,1,0.6635384
3744,1,1,0.8659171
3750,1,1,0.88563174
3753,0,0,2.4302462e-05
3758,1,1,0.65672356
3759,1,1,0.76973015
3760,4,1,0.90125275
3765,1,1,0.93631595
3766,1,4,0.49116936
3769,1,1,0.4969088
3770,4,1,0.9426737
3771,1,4,0.49396536
3776,3,3,0.0021846956
3778,4,4,0.23397925
3790,2,2,0.14044312
3792,1,1,0.9843721
3798,1,4,0.10024841
3802,4,4,0.05557401
3806,1,4,0.34761468
3821,1,1,0.84783494
3823,4,4,0.19913936
3826,1,1,0.80116403
3829,1,1,0.87142646
3833,1,1,0.74607384
3845,4,4,0.18520105
3850,6,6,1.532166e-05
3853,4,1,0.7298961
3855,4,4,0.11557532
3863,1,1,0.98388505
3867,4,1,0.6517102
3868,1,1,0.65328646
3882,4,4,0.4171401
3894,1,1,0.81162685
3906,1,1,0.8768586
3909,1,1,0.73190486
3919,1,1,0.8399939
3922,1,4,0.3215235
3937,4,4,0.05321165
3939,1,4,0.3888979
3947,1,1,0.71988314
3955,1,4,0.116316006
3956,4,4,0.43475953
3958,1,1,0.5105732
3961,1,1,0.8306541
3966,1,1,0.85049945
3967,1,1,0.88586384
3969,1,1,0.88694775
3971,4,4,0.34143037
3974,6,6,1.576909e-05
3977,1,1,0.7512664
3979,1,1,0.55127674
3994,1,1,0.62578696
4002,1,1,0.6471551
4017,5,5,0.0003138252
4026,1,4,0.42651674
4028,3,3,9.874015e-05
4033,1,1,0.9370938
4035,1,1,0.83692616
4057,5,5,0.00028037844
4059,1,4,0.4937166
4060,1,1,0.73228717
4069,1,4,0.18304652
4072,0,0,1.622885e-05
4084,1,1,0.8303754
4085,1,2,0.21050407
4090,1,1,0.9768389
4093,1,2,0.22427376
4094,2,2,0.22059001
4102,4,4,0.089802764
4103,1,1,0.9692077
4104,5,5,0.0008632553
4105,1,1,0.49430898
4107,4,1,0.6750094
4113,1,4,0.12339426
4115,1,1,0.8763778
4116,4,4,0.11987365
4121,5,5,0.0009850453
4132,1,4,0.39456117
4143,1,1,0.59792244
4144,4,4,0.35285613
4147,1,1,0.681626
4153,1,1,0.82846355
4154,4,4,0.3528195
4162,4,4,0.1934485
4164,4,1,0.8019796
4168,4,4,0.09814616
4176,5,5,0.0009230567
4181,1,1,0.8874489
4185,1,4,0.23502164
4194,4,1,0.52537125
4199,6,6,1.5604988e-05
4204,5,5,0.00079662196
4217,4,4,0.38805774
4218,4,4,0.15504928
4220,3,3,0.0007201629
4221,0,0,1.6629792e-05
4230,5,5,0.0036612255
4231,1,1,0.76829666
4234,1,1,0.77481157
4236,1,1,0.9269601
4249,4,1,0.5717154
4251,4,4,0.23288266
4257,1,1,0.9114464
4261,1,1,0.9364641
4267,1,1,0.74112576
4281,3,3,0.00019123017
4284,4,1,0.8680767
4288,4,4,0.27837703
4295,0,0,1.6336719e-05
4297,1,1,0.9353109
4298,1,1,0.90427166
4303,4,1,0.713985
4309,1,1,0.5847666
4311,1,1,0.93886465
4315,4,4,0.054572597
4318,8,8,0.0023862305
4322,1,1,0.87143695
4323,5,5,0.0009799965
4328,4,4,0.079266086
4332,6,6,1.4782229e-05
4333,0,0,1.5855963e-05
4336,4,1,0.90431505
4338,1,1,0.7561491
4341,1,1,0.78166026
4345,4,4,0.43292657
4347,1,1,0.9262984
4350,4,1,0.766479
4357,4,4,0.31594396
4360,5,5,0.00050376524
4366,1,1,0.90868175
4376,1,1,0.8656645
4379,1,1,0.80914134
4397,4,4,0.2920579
4398,1,1,0.69801754
4411,4,4,0.120406926
4412,4,1,0.61319226
4417,1,1,0.7838899
4428,1,1,0.756253
4432,4,1,0.5752506
4437,4,4,0.27447507
4440,4,4,0.08660956
4445,1,1,0.986059
4447,4,4,0.032310583
4453,4,4,0.2996652
4454,4,4,0.14539552
4466,5,5,0.017312804
4468,1,1,0.73103225
4476,1,1,0.7189251
4485,4,4,0.44687247
4494,4,1,0.90484667
4501,4,4,0.39509383
4509,6,6,1.6069902e-05
4520,4,4,0.08791704
4529,1,4,0.1845959
4530,4,4,0.34075856
4542,4,1,0.9443591
4545,4,1,0.75044405
4546,1,1,0.7175119
4548,7,1,0.80146414
4552,2,7,0.28814247
4553,0,0,1.2107927e-05
4555,1,1,0.88331866
4561,4,4,0.17296706
4564,4,4,0.3473919
4568,4,4,0.029149711
4569,4,1,0.75174016
4572,5,5,0.0042021666
4578,5,5,0.00027906767
4579,4,4,0.13469696
4580,1,1,0.8850985
4581,1,1,0.95696557
4585,1,1,0.8177968
4590,4,4,0.12664339
4596,1,1,0.8574536
4603,4,4,0.26009238
4605,4,1,0.5149897
4606,4,1,0.5086562
4607,4,4,0.21831279
4609,4,4,0.13356048
4623,0,0,1.7961258e-05
4627,4,1,0.7270198
4628,4,4,0.106454894
4631,5,5,0.0003235908
4632,1,1,0.74426466
4633,4,1,0.62982893
4637,4,4,0.19178325
4641,4,4,0.39650807
4646,4,1,0.8555576
4650,0,0,1.7327584e-05
4651,4,1,0.6937984
4653,4,4,0.092068784
4656,1,4,0.23668839
4658,1,1,0.85651505
4663,1,4,0.41063064
4669,4,4,0.34694254
4674,6,6,1.5044643e-05
4678,1,1,0.98346114
4684,4,4,0.22567841
4688,1,1,0.79658854
4695,5,5,0.0002889202
4700,1,1,0.6695155
4709,3,3,0.00017634557
4711,4,4,0.21688183
4713,1,1,0.88367796
4715,1,1,0.9117072
4720,4,1,0.61735475
4725,1,4,0.31442997
4735,4,4,0.08833453
4743,9,1,0.84286076
4745,9,1,0.83040535
4754,1,1,0.87571746
4764,0,0,2.0841026e-05
4766,1,1,0.8417745
4768,4,1,0.76086855
4776,1,1,0.96581805
4779,1,1,0.6307995
4783,7,1,0.6022689
4789,4,4,0.10481293
4793,2,2,0.18671499
4799,1,1,0.7705282
4801,5,5,0.00021008495
4802,1,4,0.22203574
4805,5,5,0.0005170104
4806,4,4,0.09486532
4807,1,1,0.87834364
4810,4,4,0.13365574
4814,1,1,0.83291894
4816,4,4,0.36765108
4818,1,1,0.7855551
4821,5,5,0.0007342179
4822,1,4,0.29935747
4863,1,1,0.94917595
4871,4,4,0.45421526
4873,1,4,0.44469905
4874,4,4,0.38697934
4877,0,0,1.39653475e-05
4885,5,5,0.00041888075
4886,4,4,0.07429825
4888,1,1,0.98152465
4889,5,5,0.0009230495
4891,4,4,0.20829986
4892,1,1,0.8374859
4895,1,1,0.9034513
4912,4,4,0.29913944
4918,5,5,0.0002022644
4924,2,2,0.2842583
4930,4,2,0.20170288
4935,1,1,0.962441
4939,1,1,0.84515435
4950,1,1,0.7523873
4951,3,3,0.00086726685
4955,1,1,0.71317625
4960,1,4,0.42826185
4973,0,0,1.7187602e-05
4974,1,1,0.85606253
4987,0,0,1.8832146e-05
4992,1,1,0.69429517
5001,4,1,0.5723664
5008,1,1,0.76487464
5011,4,1,0.5904669
5015,4,1,0.88049453
5020,1,1,0.9826529
5024,4,4,0.2925812
5031,1,1,0.57418305
5032,4,1,0.65481836
5033,4,4,0.27256742
5034,4,1,0.770768
5044,1,2,0.15507995
5046,4,1,0.912386
5047,6,6,1.6002958e-05
5049,1,4,0.34868526
5062,0,0,1.6226302e-05
5063,1,1,0.65743774
5064,4,4,0.14878617
5065,1,1,0.92785406
5068,1,4,0.47916815
5071,1,1,0.7434574
5077,1,1,0.75830543
5081,1,4,0.16296348
5097,1,5,0.18945393
5098,2,2,0.13395247
5106,1,1,0.7916698
5108,1,1,0.9198628
5114,8,8,0.03608602
5123,1,1,0.8087682
5127,4,1,0.73425895
5130,1,1,0.7836327
5135,1,1,0.84116703
5138,1,1,0.78530586
5147,1,1,0.72871715
5151,1,1,0.84462535
5152,1,1,0.84001684
5153,5,5,0.13156486
5154,1,1,0.6978595
5156,1,4,0.26616523
5163,1,1,0.6584283
5177,1,1,0.48264796
5181,1,1,0.84462786
5183,1,1,0.71293163
5200,4,4,0.18193744
5203,1,1,0.8853748
5206,4,1,0.96735686
5208,4,1,0.61848396
5212,4,4,0.22588463
5221,1,1,0.874346
5225,1,1,0.86926717
5226,1,4,0.30381387
5228,1,1,0.9269963
5232,1,1,0.94137937
5234,1,4,0.39331982
5238,1,4,0.15029158
5248,1,1,0.84829813
5253,4,1,0.6688408
5262,0,0,1.5165383e-05
5266,4,4,0.1073078
5268,5,5,0.0007396411
5272,4,1,0.6024056
5275,1,1,0.87859094
5276,3,3,0.00026831368
5280,1,1,0.9176629
5281,4,1,0.77213794
5289,2,2,0.16715512
5293,4,1,0.7540704
5299,4,1,0.8994768
5301,0,0,1.7321277e-05
5302,1,1,0.6205406
5306,1,1,0.8878334
5309,1,1,0.715666
5318,1,1,0.6425994
5320,4,4,0.1334583
5324,1,1,0.89035785
5325,4,1,0.6577092
5336,0,0,1.4505409e-05
5339,1,1,0.8207351
5345,1,1,0.91448104
5347,7,1,0.7875615
5356,1,4,0.14297326
5368,1,1,0.96218544
5372,1,1,0.7254288
5376,1,1,0.988361
5389,1,1,0.8343817
5394,1,1,0.6411928
5395,4,4,0.14211243
5411,1,4,0.4816113
5424,1,1,0.90734476
5432,1,1,0.9360026
5434,8,8,0.0069782953
5439,5,5,0.00017879647
5441,1,1,0.56824255
5443,4,4,0.22316591
5447,4,4,0.31094453
5450,1,4,0.24126805
5453,2,2,0.15249091
5457,1,1,0.74297434
5459,1,4,0.3029068
5461,4,4,0.23040257
5465,2,1,0.84652627
5470,0,0,1.9638645e-05
5472,4,4,0.35873264
5475,1,1,0.8728671
5479,2,2,0.24335763
5499,5,5,0.00039600863
5500,1,4,0.49313098
5507,4,1,0.8218998
5512,1,1,0.92563635
5514,0,0,2.5361944e-05
5518,0,0,1.540953e-05
