X_test,y_test,y_pred,y_pred_proba
121030,4,4,0.073090814
94620,4,4,0.26594788
254563,1,1,0.68121374
622150,1,1,0.7319986
742526,4,1,0.8068524
449065,1,4,0.40440345
379313,4,4,0.488707
717193,1,4,0.38122857
702036,4,4,0.18286909
757211,1,1,0.83809394
102195,1,1,0.77358365
495867,1,1,0.9592982
786823,0,0,0.00016142866
593989,1,4,0.09870603
584306,1,1,0.9014496
63122,1,1,0.7164303
782728,4,4,0.3269981
712498,1,1,0.9553516
20118,1,1,0.779463
468790,1,1,0.7219184
157773,4,4,0.123717785
402774,0,0,0.00015927835
255733,0,0,0.00015325981
730145,4,4,0.13077627
55518,1,2,0.217173
62803,1,4,0.46054083
554392,1,1,0.72804284
715564,4,8,0.07741459
729659,5,5,0.011758202
375362,1,1,0.9732621
669265,1,1,0.5077275
453991,4,4,0.064712115
866549,4,1,0.8567084
801196,1,1,0.7177976
134615,1,4,0.15610692
516191,1,1,0.97610646
438301,1,4,0.31462428
584638,5,5,0.0007556557
370297,4,4,0.22405864
150682,1,1,0.7884381
165111,1,1,0.6975276
374782,4,4,0.13363414
386013,6,6,0.00015996807
110741,4,4,0.39855134
790670,4,4,0.098902434
860968,1,1,0.8812949
434592,1,1,0.739021
827179,4,4,0.080672294
572953,1,1,0.49499577
303934,4,4,0.21076658
519519,1,1,0.80181444
744866,0,0,0.00016659268
590211,1,4,0.22937138
205992,1,1,0.78522503
193633,1,1,0.9378074
668656,1,1,0.88691866
139047,1,1,0.66010916
839606,1,1,0.9750879
75880,1,1,0.97560877
251854,1,4,0.4248203
601875,1,1,0.86967224
847427,4,1,0.53200144
290461,5,5,0.0014529814
66647,4,1,0.5629854
226113,1,1,0.7593069
360871,4,4,0.13872471
145828,1,1,0.87780195
422728,2,2,0.3104772
692964,1,1,0.6710971
442640,1,1,0.9751728
649242,1,1,0.9014932
125097,1,1,0.75010544
657389,1,1,0.92140514
363108,4,4,0.07579792
168064,1,1,0.71998537
632532,4,1,0.5989668
735106,1,1,0.539529
141529,4,4,0.16242105
606794,1,1,0.9722706
138541,4,4,0.45916438
467381,4,1,0.67626864
8526,0,0,0.00017330714
83977,4,4,0.27826676
542300,1,1,0.9152272
547919,1,1,0.547168
834175,1,1,0.6754783
709161,0,0,0.00016261
285816,1,1,0.7382071
572852,1,1,0.9724855
389867,1,1,0.7763197
590138,1,1,0.85319656
777826,1,1,0.72525656
708192,5,5,0.0030533257
7736,1,4,0.33825842
850364,1,1,0.5204394
843046,1,1,0.9109974
111358,1,1,0.86987156
45197,5,1,0.85858387
845955,4,1,0.78112096
166052,1,1,0.83843154
868867,1,1,0.8937511
845947,6,6,0.00016583978
635315,1,1,0.7098344
10085,1,1,0.62862283
587531,4,1,0.71252567
379710,1,1,0.64131486
96909,1,1,0.7587538
855808,2,1,0.7413433
861341,1,1,0.6783539
245054,4,4,0.478661
520300,4,4,0.11666839
802479,1,4,0.47897986
156768,4,4,0.08312532
65165,1,4,0.3251696
160108,0,0,0.00015408143
231482,1,1,0.83328074
314851,1,4,0.24798684
541307,1,4,0.46772397
30596,1,4,0.3766783
670702,1,1,0.8862584
678728,1,1,0.73122823
580129,4,4,0.18955174
528854,4,4,0.23460194
480656,1,4,0.35554197
224135,5,5,0.00219575
502600,1,1,0.8789124
549776,1,1,0.88870656
612842,0,0,0.00016199338
599277,1,4,0.26646438
657372,1,1,0.7998047
753705,4,4,0.30391467
67057,4,4,0.11230256
648273,4,1,0.5593068
369712,4,4,0.086899824
200609,1,1,0.977363
159824,1,1,0.89776695
247970,1,1,0.6237533
123058,0,0,0.00016778849
859874,1,1,0.9050848
272526,2,2,0.2970623
252512,4,4,0.14805987
459871,0,0,0.00016353765
173328,1,4,0.33508834
735012,1,1,0.5488975
285460,1,1,0.94976884
650738,1,1,0.9746149
39760,0,0,0.00016442855
866216,4,4,0.07420217
389571,4,4,0.2854378
627898,8,8,0.013828508
193194,1,1,0.8564119
699491,1,4,0.38173544
406127,1,1,0.7532951
730344,1,1,0.67826986
828624,4,1,0.85507506
658131,4,4,0.10848127
835436,1,1,0.7171552
513095,1,1,0.731011
476937,1,1,0.9279915
579,5,5,0.01427374
75899,1,1,0.89817417
143997,5,5,0.002649513
830985,0,0,0.00016397804
681419,1,1,0.50492454
702827,6,6,0.00016090866
507304,6,6,0.00015697783
453800,1,1,0.94502765
710571,4,4,0.08661661
345407,1,4,0.42403007
341901,4,1,0.68895805
648954,1,1,0.96379304
597410,1,4,0.3531032
233095,1,1,0.6397612
178509,1,1,0.92922825
360200,4,4,0.06699874
34011,1,4,0.06169832
574519,2,1,0.7414504
455874,1,4,0.4646418
191197,0,0,0.00016965055
655364,2,2,0.22032976
261269,4,4,0.3454528
532423,1,4,0.21784467
55674,4,4,0.07730862
164400,1,8,0.105357274
311258,1,1,0.76935667
470431,4,1,0.616641
779598,1,4,0.48165566
494243,2,1,0.71448684
75031,4,4,0.14073156
600206,1,1,0.88451785
81887,1,4,0.46630222
208095,4,4,0.10107127
626286,1,2,0.2035044
232460,0,0,0.00016662828
148231,1,1,0.6961135
705936,1,1,0.6739746
369481,1,1,0.9273663
607506,4,1,0.5022779
298475,6,6,0.00015739781
753252,2,5,0.25029406
195313,4,4,0.22358793
648435,5,5,0.0009955846
467192,1,1,0.90808827
368675,4,4,0.27863955
143630,8,8,0.109882124
276123,1,1,0.6984569
599358,3,3,0.0010274529
554879,1,1,0.67696404
331280,4,4,0.10736605
422280,1,1,0.64040005
653778,1,1,0.8700254
559537,8,8,0.0058167363
474241,4,4,0.10160936
62492,4,1,0.88147175
344172,6,6,0.00015997255
757405,1,1,0.51872253
402398,4,4,0.37239835
91201,1,1,0.97366476
618294,4,1,0.7604922
4969,4,4,0.11797772
743163,1,1,0.9263585
11788,6,6,0.00015410707
747866,1,1,0.5298468
318948,1,4,0.3733676
618987,4,4,0.048544932
390887,1,1,0.82660955
689192,8,8,0.0056066313
522020,2,2,0.2737254
191829,1,1,0.92704153
840342,4,4,0.4651424
6587,1,1,0.5275681
166655,4,2,0.14695479
285806,1,1,0.79162985
505816,1,1,0.649266
150093,5,5,0.0013349891
771074,1,1,0.5414413
290898,4,4,0.16140051
663171,4,4,0.37105948
480974,4,4,0.13286223
487112,1,1,0.8978207
404440,1,1,0.9173948
291951,3,3,0.0012969603
119863,4,1,0.88443804
23553,1,1,0.7740641
564373,4,1,0.69487864
358267,4,4,0.11035367
451211,1,1,0.895212
726282,4,1,0.57111716
847335,5,5,0.0008383477
109041,1,1,0.97503924
396839,1,1,0.80548507
137407,1,1,0.75854635
550994,4,4,0.37427852
293428,1,1,0.67980444
711201,1,1,0.91646975
557942,4,4,0.15808545
52397,5,5,0.052192975
56044,0,0,0.00016191021
75074,4,4,0.2594598
844036,0,0,0.00015841253
60237,4,4,0.09453565
221418,1,2,0.15769754
577957,1,1,0.9033519
317585,0,0,0.00015402758
704058,1,1,0.8854382
450665,1,1,0.77558047
517748,9,2,0.15775943
477802,3,3,0.0009357157
793131,0,0,0.00016104597
389395,1,1,0.7589992
671305,1,1,0.8213026
291160,4,4,0.09510751
599315,1,1,0.5670699
393226,4,1,0.6689294
785106,6,6,0.0001581338
659807,1,1,0.84231937
638165,4,1,0.83431274
118146,0,0,0.00016908166
40546,1,1,0.6416692
643759,1,1,0.77508444
444896,1,4,0.4679946
422329,4,4,0.1131389
656724,4,4,0.10975845
233916,1,1,0.91481954
623295,4,1,0.70837367
165821,5,5,0.0030407682
4346,4,4,0.32511172
757121,1,4,0.45887733
110889,0,0,0.00015667017
701019,1,1,0.7593468
787222,3,3,0.00075499405
301423,2,2,0.19372854
20951,1,1,0.8812365
119733,1,1,0.6157893
701093,1,4,0.36010674
210823,4,4,0.23411901
96431,1,1,0.84301037
606877,4,4,0.4084553
378477,1,1,0.80840236
866112,4,1,0.6962674
503403,6,6,0.00015719394
444026,1,1,0.77108574
34256,4,1,0.6352068
663037,1,1,0.85334367
799866,1,1,0.90712035
274648,1,2,0.21200085
7418,4,4,0.11281159
768395,1,1,0.5575472
829891,4,1,0.78186613
865397,1,1,0.6411305
350437,2,2,0.16331926
628806,1,4,0.37240365
365746,1,1,0.93433917
730495,4,1,0.8258254
86090,1,1,0.6095892
580561,1,1,0.7495795
853136,6,6,0.00015578044
612640,1,1,0.97353595
612322,4,1,0.876951
329186,1,1,0.73048896
540237,4,4,0.08201014
845556,1,1,0.59347135
725931,4,4,0.43537143
780030,5,5,0.0009518646
82843,4,4,0.10394542
607975,4,4,0.060008015
553945,1,1,0.73779815
197439,8,8,0.1374363
655589,1,1,0.97641206
49577,4,4,0.19280621
466454,1,4,0.35966343
125616,4,1,0.6708338
173877,4,1,0.74539727
359840,1,1,0.9033348
287884,1,1,0.7635551
859564,4,4,0.4144586
77553,1,1,0.7036686
458826,1,1,0.6212094
376711,4,4,0.3319642
278478,1,2,0.23837502
688678,1,1,0.68409485
732920,1,1,0.9425956
431585,1,1,0.88542944
575819,2,2,0.20594507
160633,0,0,0.00014898606
329769,4,4,0.253038
834151,1,1,0.79470897
797611,1,1,0.8932656
815674,1,1,0.82342464
133763,4,1,0.5213903
706850,4,1,0.51878077
319780,4,1,0.5196503
632795,1,1,0.6189303
198057,0,0,0.00016234408
734959,4,4,0.10814965
256162,0,0,0.00015425263
504501,1,4,0.35818017
455807,1,4,0.31838462
457028,1,1,0.8797874
353286,1,1,0.6114308
544200,1,1,0.8203916
497769,4,4,0.41715977
706713,4,4,0.11673763
380837,1,1,0.6112277
131635,1,1,0.7491988
385816,8,8,0.04526443
683579,4,1,0.84874004
479708,1,4,0.2637948
547987,4,4,0.17835332
395441,4,1,0.7702486
134300,4,4,0.4386623
58870,1,1,0.9805906
634880,1,1,0.9048486
182416,1,4,0.44657257
156466,1,4,0.45370296
520810,4,1,0.6090403
113818,1,1,0.91175133
299792,1,1,0.8488505
830242,2,4,0.12221844
776257,6,6,0.00016760002
809218,4,4,0.04925493
104432,4,4,0.07517152
619810,1,1,0.8724964
314729,4,4,0.43546864
794630,1,1,0.8972773
673630,4,1,0.60111326
216071,4,1,0.74107164
751889,3,3,0.0014122432
285687,4,4,0.37561992
431051,1,1,0.7117215
70297,4,1,0.7590479
337702,4,1,0.55505294
525659,4,4,0.10227226
739655,5,5,0.0033137514
679558,4,4,0.44643074
235132,4,4,0.123693116
172112,5,5,0.0011391089
743984,4,1,0.67252946
253118,1,1,0.5638458
253799,1,1,0.6708118
863753,1,1,0.9312132
157888,1,1,0.7404779
492645,1,1,0.74331135
258134,4,1,0.5268508
843940,1,1,0.9210868
668191,1,1,0.7705643
260230,0,0,0.00016016039
6430,1,1,0.59477305
71069,4,4,0.48543516
360402,4,1,0.6223333
657274,3,3,0.0008353056
452840,4,1,0.51336706
581362,4,1,0.5522158
695226,1,1,0.73670465
130965,1,1,0.96521306
651323,1,1,0.8243735
535631,1,1,0.92713225
376578,0,0,0.00017032096
811108,4,1,0.61108184
484301,1,1,0.7869285
380868,1,1,0.63403046
519074,1,4,0.4918698
72304,1,1,0.66490763
615597,1,1,0.53363514
566894,1,1,0.8228189
294886,4,1,0.70135134
167695,4,4,0.17056477
22401,4,4,0.14168026
569468,1,1,0.5511879
192386,1,1,0.97488683
20486,1,1,0.92431146
457595,1,1,0.95549536
843635,4,4,0.16846596
587523,1,1,0.7965522
375542,0,0,0.00020620995
318807,1,1,0.7200352
63740,4,1,0.61403304
247982,1,1,0.7533809
2685,4,4,0.36762428
360442,4,1,0.8758953
681640,0,0,0.00017521226
132779,4,1,0.6736279
108679,1,1,0.80666244
407934,1,1,0.8141582
628610,4,1,0.5671658
437937,4,1,0.8488353
237972,4,4,0.1003865
661829,1,1,0.9472336
352402,5,5,0.0027076046
406420,1,1,0.90659446
471371,4,4,0.09525324
857333,1,1,0.7755091
773548,1,4,0.36449522
602778,1,1,0.7644954
785094,4,4,0.31056058
178841,1,1,0.81540406
117484,4,4,0.46074086
142089,4,4,0.32368708
651149,4,4,0.22745956
828809,1,1,0.89423907
820050,8,8,0.026386581
534121,1,1,0.69876164
655757,4,1,0.5917513
739245,1,1,0.68678266
99507,1,1,0.77538985
717317,4,4,0.12151726
459826,1,1,0.5226513
533659,4,1,0.72706497
649323,1,4,0.4204139
769749,1,1,0.9768727
352629,4,4,0.31494886
591253,1,1,0.9736385
176950,1,1,0.8603044
757818,1,1,0.7883449
659715,4,1,0.7986177
737378,6,6,0.0001602575
507168,5,5,0.0011447936
677260,4,4,0.3521235
289242,1,4,0.18979523
129573,1,1,0.9632792
394042,4,1,0.47700006
195121,4,1,0.68834347
323868,0,0,0.00014758213
429928,0,0,0.00016700913
210896,4,4,0.21445093
318419,4,1,0.65766335
43981,4,4,0.072988845
32652,1,1,0.85397714
32917,2,4,0.28996053
117190,4,1,0.72424847
244201,4,1,0.5306841
465141,5,5,0.0011443569
485376,1,4,0.17204046
429896,1,1,0.7132417
745621,1,1,0.73031276
380113,4,1,0.6798317
593798,4,4,0.1765122
366979,1,1,0.91294444
92161,4,1,0.7102757
601349,4,4,0.24271548
404885,0,0,0.0001708713
662953,1,1,0.7684763
600898,1,4,0.14518546
476969,5,5,0.0017211846
818702,1,1,0.6601158
348973,4,4,0.22009511
487581,5,5,0.0073185903
867633,0,0,0.00016402714
236892,1,1,0.97742426
262573,4,4,0.24452458
634604,4,4,0.20600456
350381,4,4,0.29109606
659106,1,1,0.97213507
114985,1,1,0.78525853
132232,4,1,0.5234219
568,4,1,0.8342534
635186,4,4,0.077254474
434762,4,4,0.21574862
110701,6,6,0.0002975786
457360,3,3,0.0027541257
731646,1,4,0.455502
679052,4,4,0.25301066
808609,1,1,0.71923786
410409,0,0,0.00016054448
815813,4,4,0.35189238
496701,3,3,0.0011565171
657456,2,2,0.22344491
612168,1,1,0.9369667
698956,10,10,0.00044715524
797570,1,1,0.9116043
801655,1,1,0.9114438
122188,2,2,0.27091095
608582,3,3,0.0007288531
637717,1,1,0.7325475
614668,5,5,0.0012557788
387131,1,1,0.6923515
275913,1,4,0.15945065
380769,4,4,0.08097657
238313,4,4,0.08513137
464697,1,1,0.6322675
528396,4,4,0.17958854
769702,4,1,0.575459
713148,1,1,0.9086067
268880,4,4,0.46238074
806039,1,1,0.9658263
844940,1,4,0.42721435
859828,1,1,0.5384024
564526,4,4,0.0553094
830316,1,1,0.78264576
599285,4,1,0.4832099
500505,1,1,0.529597
514997,4,1,0.6033998
561572,1,1,0.8179488
295054,4,4,0.28894588
46349,1,1,0.96854746
760917,1,1,0.5858428
811941,1,1,0.9812092
142299,4,4,0.07441952
711824,1,4,0.100446746
379046,4,1,0.73024523
503075,4,1,0.88098633
312625,1,1,0.79823375
693612,5,5,0.0013273414
310274,1,1,0.7977132
226078,4,4,0.13397084
788742,4,1,0.57873446
318652,1,1,0.94550294
92523,5,5,0.0021123798
656434,1,1,0.9639214
616601,5,5,0.001517724
75558,1,1,0.97173506
724034,1,4,0.21448041
749807,4,4,0.13030267
858543,1,1,0.8961133
753093,1,4,0.101689555
132404,0,0,0.00016555571
27061,4,4,0.193455
498591,1,1,0.91030705
666170,4,4,0.3004679
11728,5,5,0.005599493
308816,5,5,0.00096206536
130657,1,1,0.6071708
505376,1,1,0.5787478
465086,1,1,0.8299011
587949,1,1,0.5087806
745479,4,4,0.09752525
747624,2,2,0.10713689
360015,4,4,0.36322767
709331,3,3,0.00536698
586160,1,1,0.72778815
248753,4,1,0.86835015
320555,6,6,0.000312748
1826,1,1,0.77332634
499585,1,4,0.11778402
240053,4,4,0.0753127
34624,1,1,0.89505064
194442,1,1,0.7693998
844263,4,1,0.62669486
234116,1,4,0.40842077
479557,6,6,0.0005275208
89922,5,5,0.003818752
260900,4,4,0.3038877
279974,1,4,0.096991636
572286,4,4,0.13574715
109157,4,4,0.3633236
836776,1,1,0.9326039
438609,4,4,0.1633476
546458,4,4,0.10900199
855703,1,1,0.66652673
831295,1,1,0.7680895
688413,2,2,0.15380812
769925,5,5,0.0011684048
186696,4,1,0.5877888
9434,4,1,0.7203824
525146,5,5,0.0014012281
417387,1,4,0.39978218
202989,4,4,0.10906932
789780,1,1,0.77453154
788526,1,1,0.6450632
754126,4,4,0.37139586
42053,1,1,0.6397568
537317,1,4,0.37987095
551710,4,4,0.093540214
77453,4,4,0.13558622
288668,1,4,0.3150919
391895,4,4,0.3128311
591079,1,4,0.412936
227790,1,4,0.4784318
84028,1,1,0.85229915
648337,1,1,0.8083989
383463,4,4,0.26755086
241455,6,6,0.00015892473
234331,1,1,0.9254107
312,1,2,0.2988012
326289,1,4,0.20738295
212257,0,0,0.00017190904
816457,4,4,0.18532245
582403,4,1,0.5264354
485319,4,4,0.16227132
588054,5,5,0.0012575529
176399,4,4,0.47358668
290328,5,5,0.031452637
205910,1,1,0.7011342
160450,2,2,0.13162613
86593,4,4,0.39647868
158428,0,0,0.00016461589
160344,1,1,0.66452897
716665,5,5,0.0010981566
326687,1,4,0.42244533
743250,0,0,0.00015263996
160788,4,4,0.07465684
378789,4,4,0.4135899
583427,1,4,0.45644242
136671,1,4,0.46654925
407123,1,4,0.17737088
800034,4,4,0.4451348
555273,1,1,0.74255013
195451,1,1,0.78387576
311044,4,4,0.2973582
203313,1,1,0.9774917
501728,1,1,0.7826647
331897,1,1,0.90044117
531348,4,4,0.13409391
182055,1,4,0.34288433
488711,4,4,0.08801449
215058,5,5,0.018645402
87898,1,1,0.7332532
154845,2,2,0.24333498
794146,4,4,0.17949776
705815,4,1,0.5989728
31117,1,1,0.54046476
627446,4,1,0.54372454
470042,4,1,0.60018367
